Empresa,Instalacion,Equipo,Mantenimiento,Desconexion de carga,TiempoProgramado,TiempoEjecutado,DiferenciaTiempo,Empresa Afectada,TrabajosSuspendidos,TrabajosProrrogados
CELEC EP - COCA CODO SINCLAIR,Subestación Coca Codo Sinclair,Posición acoplador,EMERGENTE,0.00,1.00,1.72,0.72,0,NO,NO
CELEC EP - COCA CODO SINCLAIR,Subestación Coca Codo Sinclair,Posición acoplador,EMERGENTE,0.00,4.00,2.83,-1.17,0,NO,NO
CELEC EP - COCA CODO SINCLAIR,Subestación Coca Codo Sinclair,Posición San Rafael 1,PROGRAMADO,0.00,42.00,37.77,-4.23,0,NO,NO
CELEC EP - COCA CODO SINCLAIR,Subestación Coca Codo Sinclair,Posición San Rafael 2,PROGRAMADO,0.00,42.00,35.47,-6.53,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 1,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 1,EMERGENTE,0.00,10.00,7.23,-2.77,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,PROGRAMADO,0.00,4.00,4.33,0.33,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,PROGRAMADO,0.00,1.00,1.15,0.15,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,EMERGENTE,0.00,10.50,4.90,-5.60,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,EMERGENTE,0.00,9.00,3.30,-5.70,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,PROGRAMADO,0.00,8.00,8.38,0.38,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,PROGRAMADO,0.00,32.50,30.93,-1.57,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Barra 2,EMERGENTE,0.00,10.00,5.48,-4.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,EMERGENTE,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,PROGRAMADO,0.00,4.00,4.33,0.33,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,EMERGENTE,0.00,1.00,1.15,0.15,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,PROGRAMADO,0.00,10.50,4.90,-5.60,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,PROGRAMADO,0.00,9.00,3.30,-5.70,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,PROGRAMADO,0.00,8.00,8.38,0.38,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,PROGRAMADO,0.00,32.50,30.93,-1.57,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Acoplador,EMERGENTE,0.00,10.00,4.45,-5.55,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 1,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 1,EMERGENTE,0.00,9.00,3.30,-5.70,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 2,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 2,EMERGENTE,0.00,10.50,4.90,-5.60,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 3,EMERGENTE,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición alta unidad 3,PROGRAMADO,0.00,4.00,4.33,0.33,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,EMERGENTE,0.00,50.00,52.43,2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,PROGRAMADO,0.00,8.00,8.38,0.38,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,PROGRAMADO,0.00,4.00,4.52,0.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,PROGRAMADO,0.00,34.00,31.57,-2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.00,4.00,0.82,-3.18,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.00,6.00,4.73,-1.27,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.00,50.00,52.43,2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.00,7.00,6.55,-0.45,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.00,8.50,8.92,0.42,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.00,34.00,31.57,-2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.00,34.00,30.00,-4.00,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.00,1.00,1.15,0.15,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.00,6.00,4.73,-1.27,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.00,50.00,52.43,2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.00,7.00,6.55,-0.45,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.00,8.50,9.13,0.63,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.00,34.00,31.57,-2.43,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.00,34.00,30.00,-4.00,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,PROGRAMADO,0.00,5.00,3.48,-1.52,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,PROGRAMADO,0.00,10.00,11.80,1.80,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,EMERGENTE,0.00,34.00,30.00,-4.00,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,EMERGENTE,0.00,8.92,7.45,-1.47,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 1,PROGRAMADO,0.00,10.00,8.20,-1.80,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 2,PROGRAMADO,0.00,9.00,9.35,0.35,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 2,EMERGENTE,0.00,10.00,8.47,-1.53,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación San Francisco,Posición Totoras 1,PROGRAMADO,0.00,4947.00,4940.92,-6.08,0,NO,SI
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 1,EMERGENTE,0.00,4.00,4.00,0.00,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 1,PROGRAMADO,0.00,4.50,3.45,-1.05,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 2,PROGRAMADO,0.00,4.00,3.83,-0.17,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 2,EMERGENTE,0.00,4.50,3.30,-1.20,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Posición alta unidad 2,PROGRAMADO,0.00,2.00,7.37,5.37,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Barra principal 2,PROGRAMADO,0.00,82.00,27.48,-54.52,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Barra prinicpal 1,PROGRAMADO,0.00,82.00,81.17,-0.83,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 1,PROGRAMADO,0.00,33.00,27.83,-5.17,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 2,PROGRAMADO,0.00,33.00,30.23,-2.77,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 3,EMERGENTE,0.00,129.00,129.08,0.08,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición Machala,PROGRAMADO,0.00,81.00,81.13,0.13,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición Milagro,EMERGENTE,0.00,81.00,87.78,6.78,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Subestación 230 kV,PROGRAMADO,0.00,174.00,178.47,4.47,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T1,PROGRAMADO,0.00,2.00,1.60,-0.40,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T2,EMERGENTE,0.00,2.00,1.68,-0.32,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T2,PROGRAMADO,0.00,2.00,1.95,-0.05,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T4,PROGRAMADO,0.00,2.00,2.00,0.00,0,SI,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición Montecristi,PROGRAMADO,0.00,3.00,2.22,-0.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Barra transferencia,PROGRAMADO,0.00,5.00,2.97,-2.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición  alta ATR ,EMERGENTE,0.00,4.00,5.08,1.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición alta ATQ,EMERGENTE,0.00,4.00,2.78,-1.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición baja ATQ,PROGRAMADO,0.00,5.00,2.32,-2.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición baja ATR,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL 3,EMERGENTE,0.00,5.00,1.60,-3.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL 4,PROGRAMADO,0.00,4.00,6.07,2.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL LOS RIOS 1,PROGRAMADO,0.00,5.00,5.27,0.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL LOS RIOS 2,EMERGENTE,0.00,4.00,6.13,2.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 1,PROGRAMADO,0.00,7.00,5.70,-1.30,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 1,PROGRAMADO,0.00,10.00,9.33,-0.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 2,PROGRAMADO,0.00,5.00,3.17,-1.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Transferencia,PROGRAMADO,0.00,4.00,3.57,-0.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.47,0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,10.00,1.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.38,0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,33.00,32.03,-0.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,10.00,7.23,-2.77,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,10.00,8.92,-1.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,181.00,8.07,-172.93,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,9.25,-3.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,11.23,-1.77,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,9.43,-3.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,6.17,-6.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,10.55,-2.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,10.33,-2.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,9.02,-3.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,11.77,-1.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,11.80,-1.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,7.50,-5.50,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.05,-0.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,11.73,-1.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,11.12,-1.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,9.22,-3.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.20,-0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.13,-0.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,10.62,-2.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,13.47,0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,13.22,0.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,13.02,0.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.00,-1.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,9.02,-3.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,13.82,0.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.12,-0.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,11.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,10.85,-2.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.75,-0.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,9.68,-3.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,9.68,-3.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,9.87,-3.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,13.87,0.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,12.17,-0.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,2.40,-10.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,8.60,-4.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,13.00,6.22,-6.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,13.00,7.38,-5.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,10.13,1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,13.92,4.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,8.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,8.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,3.78,-5.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.35,0.35,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,4.00,6.42,2.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,6.32,-2.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.48,0.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,9.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,5.18,-3.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.00,9.00,9.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,4.68,-4.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,8.80,-0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.00,9.00,7.28,-1.72,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,9.00,9.47,0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,9.00,10.00,1.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,9.00,9.38,0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,7.53,-5.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,11.55,-1.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,9.88,-3.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,11.75,-1.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,8.05,-4.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,10.05,-2.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,13.00,10.07,-2.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,10.12,-2.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,13.00,10.73,-2.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,13.00,9.97,-3.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,13.00,9.38,-3.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,5.82,-7.18,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,6.35,-6.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,13.00,6.20,-6.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,7.00,3.42,-3.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,12.00,-0.92,-12.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,12.00,12.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.00,12.00,0.17,-11.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.00,12.00,12.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición acoplador,EMERGENTE,0.00,10.00,8.28,-1.72,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición acoplador,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,4.50,-8.50,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,6.48,-6.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,8.07,-4.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,7.33,-5.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,9.75,-3.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,9.53,-3.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,9.17,-3.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,4.58,-8.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,6.48,-6.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,5.88,-7.12,0,NO,NO
