Empresa,Instalacion,Equipo,Mantenimiento,Desconexion de carga,TiempoProgramado,TiempoEjecutado,DiferenciaTiempo,Empresa Afectada,TrabajosSuspendidos,TrabajosProrrogados
CELEC EP - TRANSELECTRIC,Subestación Molino,E&S - Línea,PROGRAMADO,0.00,8.00,10.35,2.35,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Molino,E&S - Línea,PROGRAMADO,0.00,128.50,128.10,-0.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Molino,E&S - Línea,PROGRAMADO,0.00,128.50,128.82,0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Molino,E&S - Línea,PROGRAMADO,0.00,8.00,10.22,2.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.50,10.18,1.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,EMERGENTE,0.00,8.00,8.88,0.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.50,8.88,0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.00,11.62,3.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.50,11.62,3.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.00,10.60,2.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.50,10.60,2.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.00,10.80,2.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.50,10.80,2.30,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Cuenca 138 kV,E&S - Línea,PROGRAMADO,0.00,8.00,9.22,1.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,E&S - Línea,PROGRAMADO,0.00,8.50,9.20,0.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Autotransformador ATQ,PROGRAMADO,0.00,45.00,44.92,-0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Subestación Todos,PROGRAMADO,0.00,7.00,1.13,-5.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Subestación Todos,PROGRAMADO,0.00,8.00,-16.78,-24.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Subestación Todos,PROGRAMADO,0.00,6.00,4.63,-1.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Circuito uno,PROGRAMADO,0.00,32.00,9.33,-22.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Circuito uno,PROGRAMADO,0.00,8.00,6.45,-1.55,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Circuito uno,PROGRAMADO,0.00,8.00,7.97,-0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Circuito uno,PROGRAMADO,0.00,8.00,8.23,0.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Pascuales 230 kV,Circuito uno,PROGRAMADO,0.00,8.00,8.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito uno,PROGRAMADO,0.00,8.00,11.67,3.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito dos,PROGRAMADO,0.00,10.00,6.87,-3.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito dos,PROGRAMADO,0.00,10.00,7.47,-2.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito dos,PROGRAMADO,0.00,10.00,7.62,-2.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito uno,PROGRAMADO,0.00,10.00,6.87,-3.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito uno,PROGRAMADO,0.00,10.00,7.47,-2.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Circuito uno,PROGRAMADO,0.00,10.00,7.62,-2.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Taday 230 kV,Posición Cuenca,PROGRAMADO,0.00,9.00,7.05,-1.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Zhoray 230 kV,Posición Limón,PROGRAMADO,0.00,4.00,3.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Molino - Zhoray 230 kV,Subestación Todos,PROGRAMADO,0.00,249.00,249.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Subestación Todos,PROGRAMADO,0.00,33.00,2.45,-30.55,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Subestación Todos,PROGRAMADO,0.00,6.00,6.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Subestación Todos,PROGRAMADO,0.00,6.00,4.92,-1.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Telecomunicaciones,PROGRAMADO,0.00,33.75,3.82,-29.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Circuito uno,PROGRAMADO,0.00,4.00,3.47,-0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Circuito uno,EMERGENTE,0.00,105.00,97.25,-7.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Autotransformador ATQ,PROGRAMADO,0.00,4.00,3.92,-0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Autotransformador ATR,PROGRAMADO,0.00,8.00,8.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición Capacitor 1,PROGRAMADO,0.00,9.00,8.68,-0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición Capacitor 1,PROGRAMADO,0.00,9.00,8.68,-0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición Capacitor 1,PROGRAMADO,0.00,4.00,1.43,-2.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición Capacitor 2,PROGRAMADO,0.00,9.00,6.43,-2.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATQ,PROGRAMADO,0.00,9.00,8.03,-0.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATQ,PROGRAMADO,0.00,9.00,8.03,-0.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATR,PROGRAMADO,0.00,9.00,3.37,-5.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATR,PROGRAMADO,0.00,9.00,3.37,-5.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATR,PROGRAMADO,0.00,4.00,4.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta ATR,PROGRAMADO,0.00,4.00,4.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta T1,PROGRAMADO,0.00,9.00,7.87,-1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Montecristi,Posición de alta T1,PROGRAMADO,0.00,9.00,7.87,-1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición de baja ATR,PROGRAMADO,0.00,2.00,2.33,0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición de baja ATR,PROGRAMADO,0.00,2.00,9.88,7.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición de baja ATR,PROGRAMADO,0.00,2.00,2.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Lafarge,PROGRAMADO,0.00,5.00,3.62,-1.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Pomasqui 2,PROGRAMADO,0.00,9.00,8.55,-0.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Pomasqui 2,EMERGENTE,0.00,9.00,8.55,-0.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición San Antonio,EMERGENTE,0.00,9.00,8.25,-0.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición San Antonio,EMERGENTE,0.00,9.00,8.23,-0.77,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Transferencia,EMERGENTE,0.00,9.00,8.43,-0.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Transferencia,EMERGENTE,0.00,9.00,8.42,-0.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Montecristi - San Gregorio 138 kV,Posición Tulcán,EMERGENTE,0.00,10.00,10.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Móvil 5 Efacec,Posición Tulcán,PROGRAMADO,0.00,9.00,9.47,0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Posición Tulcán,PROGRAMADO,0.00,9.00,9.45,0.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,10.00,4.60,-5.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,10.00,3.38,-6.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,10.00,3.38,-6.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,24.00,24.78,0.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,6.00,5.07,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Subestación Todos,PROGRAMADO,0.00,7.50,7.92,0.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Transformador T1,PROGRAMADO,0.00,26.00,24.78,-1.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Transformador T1,PROGRAMADO,0.00,47.00,49.58,2.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Circuito dos,PROGRAMADO,0.00,9.00,8.05,-0.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Circuito dos,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Circuito dos,PROGRAMADO,0.00,9.00,9.22,0.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,Circuito dos,PROGRAMADO,0.00,9.00,9.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Mulaló,E&S - Línea,PROGRAMADO,0.00,9.00,7.98,-1.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,E&S - Línea,PROGRAMADO,0.00,9.00,9.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,E&S - Línea,PROGRAMADO,0.00,9.00,9.78,0.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,E&S - Línea,PROGRAMADO,0.00,9.00,9.15,0.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,E&S - Línea,PROGRAMADO,0.00,9.00,9.62,0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,9.00,8.05,-0.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.22,0.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,7.57,-2.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,9.02,-0.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,6.27,-3.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,8.00,6.32,-1.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,3.52,-6.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,8.00,8.17,0.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,8.67,-1.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,8.00,8.65,0.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,8.00,8.43,0.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,10.00,10.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Mulaló - Vicentina 138 kV,Circuito uno,PROGRAMADO,0.00,9.00,10.03,1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito cuatro,PROGRAMADO,0.00,9.00,9.82,0.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito cuatro,PROGRAMADO,0.00,9.00,8.85,-0.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito cuatro,PROGRAMADO,0.00,9.00,8.55,-0.45,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito dos,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito dos,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito dos,EMERGENTE,0.00,9.00,7.75,-1.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito tres,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,EMERGENTE,0.00,2.00,0.88,-1.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,EMERGENTE,0.00,10.00,8.15,-1.85,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,EMERGENTE,0.00,10.00,6.63,-3.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,EMERGENTE,0.00,34.00,34.28,0.28,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,9.00,9.67,0.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,9.00,11.20,2.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,9.00,10.10,1.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,9.00,7.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,9.00,7.53,-1.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,2.00,3.13,1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,10.00,9.17,-0.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Babahoyo,Circuito uno,PROGRAMADO,0.00,10.00,10.08,0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,7.77,-2.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,3.12,-6.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.52,10.00,8.47,-1.53,CNEL EP MANABI,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,9.20,-0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,104.50,101.22,-3.28,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,E&S - Línea,PROGRAMADO,0.00,6.00,10.57,4.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,10.00,10.33,0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,9.00,3.40,-5.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,9.00,11.23,2.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,9.00,10.55,1.55,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Circuito uno,PROGRAMADO,0.00,9.00,9.63,0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Barra Principal,PROGRAMADO,0.00,32.00,29.35,-2.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición acoplador,PROGRAMADO,0.00,4.00,3.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición acoplador,PROGRAMADO,0.00,4.00,3.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición alta TRK,PROGRAMADO,0.00,9.00,8.90,-0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición alta TRK,PROGRAMADO,0.00,8.00,1.68,-6.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición alta TRK,PROGRAMADO,0.00,4.00,2.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición alta TRK,PROGRAMADO,0.00,4.00,2.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición baja TRK,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición baja TRK,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición Coca,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición Coca,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición Jivino,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición Jivino,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Nueva Prosperina,Posición Lago Agrio 1,PROGRAMADO,0.00,9.00,8.72,-0.28,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Nueva Prosperina - Trinitaria 230 kV,Posición Lago Agrio 1,PROGRAMADO,0.00,9.00,10.25,1.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Nueva Prosperina - Trinitaria 230 kV,Posición Lago Agrio 1,PROGRAMADO,0.00,4.00,4.70,0.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Lago Agrio 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Lago Agrio 1,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Lago Agrio 2,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Lago Agrio 2,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición San Rafael 1,PROGRAMADO,0.00,4.00,2.98,-1.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición San Rafael 1,PROGRAMADO,0.00,4.00,2.90,-1.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición San Rafael 2,PROGRAMADO,0.00,4.00,4.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición San Rafael 2,PROGRAMADO,0.00,4.00,4.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi 1,PROGRAMADO,0.00,4.00,4.63,0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi 1,PROGRAMADO,0.00,4.00,4.63,0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi 2,PROGRAMADO,0.00,4.00,4.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición Shushufindi 2,PROGRAMADO,0.00,4.00,4.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición transferencia,PROGRAMADO,0.00,7.00,5.13,-1.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición transferencia,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Posición transferencia,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Subestación 230 kV,PROGRAMADO,0.00,8.00,10.40,2.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Subestación 230 kV,PROGRAMADO,0.00,8.00,8.62,0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Subestación Todos,PROGRAMADO,0.00,8.00,1.35,-6.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Subestación Todos,PROGRAMADO,0.00,6.00,4.63,-1.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,Circuito uno,PROGRAMADO,0.00,81.00,57.28,-23.72,0,NO,SI
CELEC EP - TRANSELECTRIC,Subestación Pascuales,E&S - Línea,PROGRAMADO,0.00,80.00,81.23,1.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,E&S - Línea,PROGRAMADO,0.00,8.00,5.73,-2.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,E&S - Línea,PROGRAMADO,0.00,8.00,8.68,0.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pascuales,E&S - Línea,PROGRAMADO,0.00,8.00,5.32,-2.68,0,NO,NO
