Country,Powerplant_Name,gppd_idnr,Capacity_MW,Latitude,Longitude,PrimaryFuel,Owner,Source
United States of America,Sweatt,USA0002048,41.9,-34.8386,-88.7461,Gas,Mississippi Power Co,U.S. Energy Information Administration
United States of America,Sweeny Cogen Facility,USA0055015,572,-34.8386,-95.745,Gas,Sweeny Cogeneration LP,U.S. Energy Information Administration
United States of America,Sweetgum Solar,USA0059824,5,-34.8386,-79.1811,Solar,SRE Utility Solar 1  LLC,U.S. Energy Information Administration
United States of America,Sweetwater Wind 1 LLC,USA0056211,37.5,-34.8386,-100.3389,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Sweetwater Wind 2 LLC,USA0056212,98.8,-34.8386,-100.3703,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Sweetwater Wind 3 LLC,USA0056311,135,-34.8386,-100.4219,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Sweetwater Wind 4 LLC,USA0056337,241,-34.8386,-100.5303,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Sweetwater Wind 5,USA0056372,80.5,-34.8386,-100.4833,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Swift 1,USA0003850,240,-34.8386,-122.2017,Hydro,PacifiCorp,U.S. Energy Information Administration
United States of America,Swift 2,USA0006265,72,-34.8386,-122.2594,Hydro,PacifiCorp,U.S. Energy Information Administration
United States of America,Swift Creek,USA0006394,1.7,-34.8386,-110.9166,Hydro,Lower Valley Energy Inc,U.S. Energy Information Administration
United States of America,Swift Creek Chemical Complex,USA0050474,21,-34.8386,-82.8644,Other,White Springs Agrici Chem Inc,U.S. Energy Information Administration
United States of America,Swinging Bridge 2,USA0002634,6.8,-34.8386,-74.7828,Hydro,Eagle Creek RE LLC,U.S. Energy Information Administration
United States of America,Sycamore IA,USA0008029,157.6,-34.8386,-93.6769,Gas,MidAmerican Energy Co,U.S. Energy Information Administration
United States of America,Sycamore WI,USA0003993,41.6,-34.8386,-89.3128,Gas,Madison Gas & Electric Co,U.S. Energy Information Administration
United States of America,Sycamore Cogeneration,USA0050134,300,-34.8386,-118.9853,Gas,Sycamore Cogeneration Co,U.S. Energy Information Administration
United States of America,Sycamore Energy 1,USA0010387,5.4,-34.8386,-117.0288,Waste,Sycamore Energy 1 LLC,U.S. Energy Information Administration
United States of America,Syl Laskin,USA0001891,116,-34.8386,-92.1619,Gas,ALLETE  Inc.,U.S. Energy Information Administration
United States of America,Sylvan,USA0001900,1.8,-34.8386,-94.3775,Hydro,ALLETE  Inc.,U.S. Energy Information Administration
United States of America,Sylvarena,USA0007989,141,-34.8386,-89.4127,Gas,Cooperative Energy,U.S. Energy Information Administration
United States of America,Synata Hugoton,USA0058613,21.9,-34.8386,-101.3867,Gas,Abengoa Bioenergy Biomass of Kansas,U.S. Energy Information Administration
United States of America,Syncarpha Freetown,USA0061097,3.9,-34.8386,-70.7865,Solar,Marie's Way Solar I  LLC,U.S. Energy Information Administration
United States of America,Syncarpha Hancock I CSG,USA0061769,2,-34.8386,-73.3361,Solar,Syncarpha Hancock I  LLC,U.S. Energy Information Administration
United States of America,Syncarpha Hancock II CSG,USA0061770,2,-34.8386,-73.347,Solar,Syncarpha Hancock II  LLC,U.S. Energy Information Administration
United States of America,Syncarpha Hancock III CSG,USA0061771,1,-34.8386,-73.3326,Solar,Syncarpha Hancock III  LLC,U.S. Energy Information Administration
United States of America,Syncarpha Palmer  LLC,USA0060056,4.8,-34.8386,-72.3095,Solar,Syncarpha Palmer  LLC,U.S. Energy Information Administration
United States of America,Syncarpha Still River  LLC,USA0061774,2,-34.8386,-71.6415,Solar,Syncarpha Still River  LLC,U.S. Energy Information Administration
United States of America,Synergy Biogas,USA0058399,1.4,-34.8386,-78.055,Biomass,CH4 Biogas LLC,U.S. Energy Information Administration
United States of America,Syracuse # 2,USA0002256,4,-34.8386,-96.1778,Gas,City of Nebraska City,U.S. Energy Information Administration
United States of America,System Control Center,USA0061742,5,-34.8386,-97.7088,Storage,Austin Energy,U.S. Energy Information Administration
United States of America,T B Simon Power Plant,USA0010328,99.3,-34.8386,-84.4836,Gas,Michigan State University,U.S. Energy Information Administration
United States of America,T H Wharton,USA0003469,1189.9,-34.8386,-95.5306,Gas,NRG Texas Power LLC,U.S. Energy Information Administration
United States of America,T J Labbe Electric Generating,USA0056108,100.8,-34.8386,-92.0433,Gas,Lafayette Utilities System,U.S. Energy Information Administration
United States of America,T0588 Phoenix - AZ,USA0061199,1.2,-34.8386,-112.2177,Solar,SoCore Energy LLC,U.S. Energy Information Administration
United States of America,TA-Acacia  LLC,USA0059443,20,-34.8386,-118.3247,Solar,Dominion Renewable Energy,U.S. Energy Information Administration
United States of America,TA-High Desert LLC,USA0058149,20,-34.8386,-118.3047,Solar,TA-High Desert LLC,U.S. Energy Information Administration
United States of America,TECO CHP-1,USA0057504,48,-34.8386,-95.3983,Gas,Texas Medical Center Central,U.S. Energy Information Administration
United States of America,TES Filer City Station,USA0050835,70,-34.8386,-86.2891,Coal,TES Filer City Station LP,U.S. Energy Information Administration
United States of America,TG Windfarm LLC,USA0056199,2,-34.8386,-96.2236,Wind,TG Windfarm LLC,U.S. Energy Information Administration
United States of America,THUMS,USA0056051,57.4,-34.8386,-118.2141,Gas,THUMS Long Beach Company,U.S. Energy Information Administration
United States of America,TIA Solar,USA0059769,1.6,-34.8386,-82.5328,Solar,Tampa Electric Co,U.S. Energy Information Administration
United States of America,TNSG North Plant,USA0058278,25.7,-34.8386,-148.3836,Gas,TDX North Slope Generating Inc.,U.S. Energy Information Administration
United States of America,TNSG South Plant,USA0058117,7.8,-34.8386,-148.4667,Gas,TDX North Slope Generating Inc.,U.S. Energy Information Administration
United States of America,TP 4,USA0003586,2.4,-34.8386,-97.9996,Hydro,Guadalupe Blanco River Authority,U.S. Energy Information Administration
United States of America,TPC Windfarms LLC,USA0054647,28.7,-34.8386,-118.2572,Wind,Terra-Gen Operating Co LLC,U.S. Energy Information Administration
United States of America,TPW Petersburg,USA0057755,40.5,-34.8386,-97.9612,Wind,TPW Petersburg LLC,U.S. Energy Information Administration
United States of America,TS Power Plant,USA0056224,242,-34.8386,-116.5297,Coal,Newmont Nevada Energy Investment  LLC,U.S. Energy Information Administration
United States of America,TSGT Mobile Generator #15,USA0057476,2,-34.8386,-106.9865,Oil,Tri-State G & T Assn  Inc,U.S. Energy Information Administration
United States of America,TVA Southaven Combined Cycle,USA0055269,903.9,-34.8386,-90.0378,Gas,Tennessee Valley Authority,U.S. Energy Information Administration
United States of America,TWE Chocowinity Solar  LLC,USA0060048,4.5,-34.8386,-77.1056,Solar,TWE Chocowinity Solar,U.S. Energy Information Administration
United States of America,TWE New Bern Solar Project  LLC,USA0060191,4,-34.8386,-77.1343,Solar,TWE New Bern Solar Project  LLC,U.S. Energy Information Administration
United States of America,TX Hereford Wind,USA0058773,200,-34.8386,-102.1744,Wind,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration
United States of America,TX Jumbo Road Wind,USA0059621,299.7,-34.8386,-102.2533,Wind,TX Jumbo Road Wind  LLC,U.S. Energy Information Administration
United States of America,Table Rock,USA0002166,200,-34.8386,-93.3086,Hydro,USCE-Little Rock District,U.S. Energy Information Administration
United States of America,Tacoma,USA0006206,4.6,-34.8386,-107.7828,Hydro,Public Service Co of Colorado,U.S. Energy Information Administration
United States of America,Taconite Harbor Energy Center,USA0010075,168,-34.8386,-90.9114,Coal,ALLETE  Inc.,U.S. Energy Information Administration
United States of America,Taconite Ridge 1 Wind Energy Center,USA0056630,25,-34.8386,-92.5917,Wind,ALLETE  Inc.,U.S. Energy Information Administration
United States of America,Taft 26C Cogen,USA0052085,12.4,-34.8386,-119.4706,Gas,Chevron USA Inc,U.S. Energy Information Administration
United States of America,Taft Cogeneration Facility,USA0055089,894.2,-34.8386,-90.4599,Gas,Occidental Chemical Corporation,U.S. Energy Information Administration
United States of America,Taftville,USA0000554,1.6,-34.8386,-72.0458,Hydro,FirstLight Power Resources Services LLC,U.S. Energy Information Administration
United States of America,Tahquitz High School,USA0058232,1,-34.8386,-117.0175,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Tait Electric Generating Station,USA0055248,376,-34.8386,-84.2095,Gas,AES Ohio Generation LLC,U.S. Energy Information Administration
United States of America,Tajiguas Plant,USA0055603,3,-34.8386,-119.9397,Waste,MM Tajiguas Energy LLC,U.S. Energy Information Administration
United States of America,Talbot County Energy,USA0007916,726,-34.8386,-84.6917,Gas,Oglethorpe Power Corporation,U.S. Energy Information Administration
United States of America,Talcville,USA0007583,1.1,-34.8386,-75.3083,Hydro,Erie Boulevard Hydropower LP,U.S. Energy Information Administration
United States of America,TalenEnergy Martin Creek LLC Allentown,USA0003139,64,-34.8386,-75.456,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek,USA0003148,1790.2,-34.8386,-75.1054,Gas,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Fishbach,USA0003142,37,-34.8386,-76.2196,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Harrisburg,USA0003143,48,-34.8386,-76.8579,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Harwood,USA0003144,32,-34.8386,-76.0284,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Jenkins,USA0003146,32,-34.8386,-75.8164,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Lock Haven,USA0003147,18.5,-34.8386,-77.4709,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC West Shore,USA0003154,37,-34.8386,-76.9458,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Martins Creek LLC Williamsport,USA0003155,32,-34.8386,-77.0075,Oil,TalenEnergy Martins Creek LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Montour,USA0003149,1775.1,-34.8386,-76.6672,Coal,TalenEnergy Montour LLC,U.S. Energy Information Administration
United States of America,TalenEnergy Susquehanna,USA0006103,2596,-34.8386,-76.1462,Nuclear,TalenEnergy Susquehanna LLC,U.S. Energy Information Administration
United States of America,Tallassee Hydro Project,USA0007191,2.3,-34.8386,-83.4984,Hydro,Tallassee Shoals LLC,U.S. Energy Information Administration
United States of America,Tallulah Falls,USA0000723,72,-34.8386,-83.3755,Hydro,Georgia Power Co,U.S. Energy Information Administration
United States of America,Taloga Wind LLC,USA0057261,130,-34.8386,-98.9683,Wind,NRG Energy Gas & Wind Holdings Inc,U.S. Energy Information Administration
United States of America,Tamarack Energy Partnership,USA0050099,6.2,-34.8386,-116.3871,Waste,Tamarack Energy Partners,U.S. Energy Information Administration
United States of America,Tangier,USA0006390,2.4,-34.8386,-75.9915,Oil,A & N Electric Coop,U.S. Energy Information Administration
United States of America,Tanguisson 1 PRUVIENT,WRI1029197,53,-34.8386,144.8082,Oil,Guam Power Authority,Guam Power Authority
United States of America,Tanner Street Generation,USA0054586,85,-34.8386,-71.3132,Gas,Bicent Power,U.S. Energy Information Administration
United States of America,Tannery Island Power,USA0050416,1.5,-34.8386,-75.6131,Hydro,Ampersand Tannery Island Hydro  LLC,U.S. Energy Information Administration
United States of America,Tannery Road Landfill,USA0060677,2,-34.8386,-75.5346,Solar,Tannery Road Solar  LLC,U.S. Energy Information Administration
United States of America,Tarboro Solar,USA0059648,5,-34.8386,-77.4992,Solar,Tarboro Solar LLC,U.S. Energy Information Administration
United States of America,Tart Farm,USA0059583,5,-34.8386,-78.6811,Solar,Tart Farm  LLC,U.S. Energy Information Administration
United States of America,Tasley,USA0003785,27,-34.8386,-75.7031,Oil,Calpine Mid-Atlantic Generation LLC,U.S. Energy Information Administration
United States of America,Tatanka Wi,USA0061680,7.1,-34.8386,-93.8843,Solar,HQC Tatanka Wi Solar Power Generation LLC,U.S. Energy Information Administration
United States of America,Tatanka Wind Power LLC,USA0056669,180,-34.8386,-98.9463,Wind,Acciona Wind Energy USA LLC,U.S. Energy Information Administration
United States of America,Tate & Lyle Decatur Plant Cogen,USA0010867,64.8,-34.8386,-88.9319,Coal,Tate & Lyle Ingredients Americas Inc,U.S. Energy Information Administration
United States of America,Taum Sauk,USA0002108,408,-34.8386,-90.8347,Hydro,Union Electric Co - MO,U.S. Energy Information Administration
United States of America,Taylor,USA0056870,8,-34.8386,-84.3872,Waste,Energy Developments Inc,U.S. Energy Information Administration
United States of America,Taylor County Solar,USA0059897,148,-34.8386,-84.2972,Solar,Southern Power Co,U.S. Energy Information Administration
United States of America,Taylor Draw Hydroelectric Facility,USA0054729,2.3,-34.8386,-108.7112,Hydro,Rio Blanco Water Conserv Dist,U.S. Energy Information Administration
United States of America,Taylor Farms,USA0059330,1,-34.8386,-121.4517,Wind,Foundation CA Fund VII Manager  LLC,U.S. Energy Information Administration
United States of America,Taylor Farms Salinas,USA0058303,1.1,-34.8386,-121.6233,Gas,Bloom Energy,U.S. Energy Information Administration
United States of America,Taylorsville Solar LLC,USA0057402,1.2,-34.8386,-81.1525,Solar,Taylorsville Solar LLC,U.S. Energy Information Administration
United States of America,Taylorville,USA0002617,4,-34.8386,-75.3219,Hydro,Erie Boulevard Hydropower LP,U.S. Energy Information Administration
United States of America,Tazewell Gas Recovery,USA0050721,2.4,-34.8386,-89.5167,Waste,WM Illinois Renewable Energy LLC,U.S. Energy Information Administration
United States of America,Tech Park Solar,USA0059455,5,-34.8386,-110.8157,Solar,Tech Park Solar  LLC,U.S. Energy Information Administration
United States of America,Teche,USA0001400,390.7,-34.8386,-91.5425,Gas,Cleco Power LLC,U.S. Energy Information Administration
United States of America,Technology Drive Solar,USA0058964,2,-34.8386,-72.5658,Solar,WE 90 Technology Drive LLC,U.S. Energy Information Administration
United States of America,Tecumseh,USA0002308,7,-34.8386,-96.19,Oil,City of Tecumseh,U.S. Energy Information Administration
United States of America,Tecumseh Energy Center,USA0001252,82,-34.8386,-95.5689,Coal,Westar Energy Inc,U.S. Energy Information Administration
United States of America,Tehachapi Energy Storage Project,USA0059661,8,-34.8386,-118.38,Storage,Southern California Edison Co,U.S. Energy Information Administration
United States of America,Tehachapi Wind Resource I,USA0010191,8.7,-34.8386,-118.3897,Wind,CalWind Resources Inc,U.S. Energy Information Administration
United States of America,Tehachapi Wind Resource II,USA0054909,21.9,-34.8386,-118.3114,Wind,CalWind Resources Inc,U.S. Energy Information Administration
United States of America,Teichert Materials-Teichert Vernalis,USA0057594,1,-34.8386,-121.3564,Wind,Foundation HA Energy Generation  LLC,U.S. Energy Information Administration
United States of America,Telogia Power,USA0050774,14,-34.8386,-84.8182,Waste,Telogia Power LLC,U.S. Energy Information Administration
United States of America,Temescal,USA0000479,2.9,-34.8386,-117.4971,Hydro,Metropolitan Water District of S CA,U.S. Energy Information Administration
United States of America,Temescal Canyon RV  LLC,USA0057656,1.5,-34.8386,-117.5117,Solar,Temescal Canyon RV  LLC,U.S. Energy Information Administration
United States of America,Temple SEGF,USA0058897,16,-34.8386,-75.1506,Gas,Temple University,U.S. Energy Information Administration
United States of America,Temple Solar Arrays,USA0060848,2.2,-34.8386,-75.9252,Solar,UGI Energy Services  LLC,U.S. Energy Information Administration
United States of America,Templeton,USA0059731,3,-34.8386,-72.0673,Solar,Sunny Templeton  LLC,U.S. Energy Information Administration
United States of America,Tenaska Central Alabama Generating Stn,USA0055440,927.1,-34.8386,-86.74,Gas,Tenaska Alabama B LP,U.S. Energy Information Administration
United States of America,Tenaska Frontier Generation Station,USA0055062,939.7,-34.8386,-95.9178,Gas,Tenaska Frontier Partners Ltd,U.S. Energy Information Administration
United States of America,Tenaska Gateway Generating Station,USA0055132,939.6,-34.8386,-94.6197,Gas,Tenaska Gateway Partners Ltd,U.S. Energy Information Administration
United States of America,Tenaska Georgia Generation Facility,USA0055061,1099.2,-34.8386,-84.9996,Gas,Tenaska Georgia Partners LP,U.S. Energy Information Administration
United States of America,Tenaska Lindsay Hill Generating Station,USA0055271,939.4,-34.8386,-86.7386,Gas,Tenaska Alabama Partners LP,U.S. Energy Information Administration
United States of America,Tenaska Virginia Generating Station,USA0055439,946.1,-34.8386,-78.3813,Gas,Tenaska Virginia Partners LP,U.S. Energy Information Administration
United States of America,Tenet Hospital,USA0050241,4.2,-34.8386,-106.5014,Gas,Tenet Hospital Ltd,U.S. Energy Information Administration
United States of America,Tenkiller Ferry,USA0003004,39,-34.8386,-95.0511,Hydro,USCE-Tulsa District,U.S. Energy Information Administration
United States of America,Tennessee Creek,USA0002749,10.8,-34.8386,-83.0028,Hydro,Duke Energy Carolinas  LLC,U.S. Energy Information Administration
United States of America,Tennessee Eastman Operations,USA0050481,194.3,-34.8386,-82.5431,Coal,Eastman Chemical Co-TN Ops,U.S. Energy Information Administration
United States of America,Tenth Street,USA0000583,1.4,-34.8386,-72.0509,Hydro,City of Norwich - CT,U.S. Energy Information Administration
United States of America,Tequesquite Landfill Solar PV Project,USA0060035,7.3,-34.8386,-117.3851,Solar,Solar Star California XXXI  LLC,U.S. Energy Information Administration
United States of America,Terminus Hydroelectric Project,USA0054343,20.1,-34.8386,-119.0069,Hydro,Kaweah River Power Authority,U.S. Energy Information Administration
United States of America,Terra Francesco,USA0059541,1.5,-34.8386,-117.6067,Solar,Kona Solar  LLC,U.S. Energy Information Administration
United States of America,Terra-Gen 251 Wind LLC,USA0052161,18.4,-34.8386,-118.3547,Wind,Terra-Gen Operating Co LLC,U.S. Energy Information Administration
United States of America,Terra-Gen Dixie Valley,USA0052015,70.9,-34.8386,-117.8557,Geothermal,Terra-Gen Operating Company,U.S. Energy Information Administration
United States of America,Terra-Gen VG Wind LLC,USA0056570,7.4,-34.8386,-118.3789,Wind,Terra-Gen Operating Co LLC,U.S. Energy Information Administration
United States of America,Terror Lake Microgrid,USA0000071,33.6,-34.8386,-152.895,Hydro,Kodiak Electric Assn Inc,U.S. Energy Information Administration
United States of America,Terrora,USA0000724,16,-34.8386,-83.4063,Hydro,Georgia Power Co,U.S. Energy Information Administration
United States of America,Terry Bundy Generating Station,USA0007887,216.3,-34.8386,-96.6131,Gas,Lincoln Electric System,U.S. Energy Information Administration
United States of America,Tesla,USA0007233,27.6,-34.8386,-104.9011,Hydro,City of Colorado Springs - CO,U.S. Energy Information Administration
United States of America,Tesoro Hawaii,USA0010093,20,-34.8386,-158.0914,Oil,PAR Petroleum,U.S. Energy Information Administration
United States of America,Tesoro Kenai Cogeneration Plant,USA0052184,8.6,-34.8386,-151.3815,Gas,Tesoro Alaska Company LLC,U.S. Energy Information Administration
United States of America,Tesoro Mandan Cogeneration Plant,USA0052133,7.5,-34.8386,-100.8808,Gas,Tesoro Refining and Marketing Co LLC,U.S. Energy Information Administration
United States of America,Tesoro SLC Cogeneration Plant,USA0056509,25,-34.8386,-111.9038,Gas,Tesoro Refng Marketing Co Mntn Region,U.S. Energy Information Administration
United States of America,Tesoro Wilmington Calciner,USA0010601,34,-34.8386,-118.2282,Cogeneration,Tesoro Refining & Marketing Company LLC,U.S. Energy Information Administration
United States of America,Tessman Road,USA0056113,9.8,-34.8386,-98.3433,Waste,Energy Developments Inc,U.S. Energy Information Administration
United States of America,Texas City Plant Union Carbide,USA0050153,45,-34.8386,-94.9465,Other,Union Carbide Corp-Texas City,U.S. Energy Information Administration
United States of America,Texas City Power Plant,USA0052088,450,-34.8386,-94.9438,Gas,Texas City Cogeneration LLC,U.S. Energy Information Administration
United States of America,Texas Petrochemicals,USA0050229,35,-34.8386,-95.2547,Gas,TPC Group  LLC,U.S. Energy Information Administration
United States of America,Texico Wind Ranch LP,USA0057258,1.9,-34.8386,-103.0667,Wind,Texico Wind LP,U.S. Energy Information Administration
United States of America,Texon Hydroelectric Project,USA0061640,1.5,-34.8386,-72.8596,Hydro,Hitchcock Hydro  LLC,U.S. Energy Information Administration
United States of America,The Allen Hospital,USA0061568,1,-34.8386,-73.913,Oil,The Allen Hospital,U.S. Energy Information Administration
United States of America,The Andersons Albion Ethanol LLC,USA0058330,10.1,-34.8386,-84.7883,Gas,The Andersons Albion Ethanol LLC,U.S. Energy Information Administration
United States of America,The City of Vineland at North Vineland,USA0057746,2.3,-34.8386,-74.9977,Solar,Constellation Solar New Jersey  LLC,U.S. Energy Information Administration
United States of America,The City of Vineland at West Vineland,USA0057745,3.7,-34.8386,-75.07,Solar,Constellation Solar New Jersey  LLC,U.S. Energy Information Administration
United States of America,The Clorox Company,USA0060461,1.6,-34.8386,-76.2013,Solar,Tesla Inc.,U.S. Energy Information Administration
United States of America,The Dalles,USA0003895,1819.7,-34.8386,-121.1346,Hydro,USACE Northwestern Division,U.S. Energy Information Administration
United States of America,The Lawrenceville School Solar Facility,USA0058356,5.2,-34.8386,-74.7221,Solar,KDC Solar O&M LLC,U.S. Energy Information Administration
United States of America,The Methodist Hospital  Gas Turbine,USA0059381,5,-34.8386,-95.4003,Gas,The Methodist Hospital,U.S. Energy Information Administration
United States of America,The Mosaic Company  Plant City Facility,USA0050371,40.5,-34.8386,-82.1388,Cogeneration,The Mosaic Company  Plant City Facility,U.S. Energy Information Administration
United States of America,Theodore Cogen Facility,USA0007721,317.4,-34.8386,-88.1285,Gas,Alabama Power Co,U.S. Energy Information Administration
United States of America,Theresa Plant,USA0010539,1.3,-34.8386,-75.7952,Hydro,CHI Energy Inc,U.S. Energy Information Administration
United States of America,Thermal Energy Development Part LP,USA0010502,23,-34.8386,-121.4887,Waste,Thermal Energy Development Part LP,U.S. Energy Information Administration
United States of America,Thermal Kem,USA0056129,2.9,-34.8386,-81.0725,Oil,Central Electric Power,U.S. Energy Information Administration
United States of America,Thermalito,USA0000438,115.1,-34.8386,-121.6301,Hydro,California Dept. of Water Resources,U.S. Energy Information Administration
United States of America,Thermalito Diverson Dam,USA0007129,3.4,-34.8386,-121.5464,Hydro,California Dept. of Water Resources,U.S. Energy Information Administration
United States of America,Thermo Greeley,USA0050709,37,-34.8386,-104.6863,Gas,Thermo Greeley LLC,U.S. Energy Information Administration
United States of America,Thermo No 1,USA0057353,14,-34.8386,-113.1945,Geothermal,Thermo No 1 BE 01 LLC,U.S. Energy Information Administration
United States of America,Thetford,USA0001719,100.8,-34.8386,-83.6286,Gas,Consumers Energy Co,U.S. Energy Information Administration
United States of America,Thief River Falls,USA0002014,6.5,-34.8386,-96.1792,Oil,City of Thief River Falls,U.S. Energy Information Administration
United States of America,Thomas A Smith Energy Facility,USA0055382,1192,-34.8386,-84.9175,Gas,Oglethorpe Power Corporation,U.S. Energy Information Administration
United States of America,Thomas C Ferguson,USA0004937,574.6,-34.8386,-98.3705,Gas,Lower Colorado River Authority,U.S. Energy Information Administration
United States of America,Thomas Fitzhugh,USA0000201,185,-34.8386,-93.8049,Gas,Arkansas Electric Coop Corp,U.S. Energy Information Administration
United States of America,Thomas Hill,USA0002168,1181.7,-34.8386,-92.6381,Coal,Associated Electric Coop  Inc,U.S. Energy Information Administration
United States of America,Thomas M Knott Cogen Facility,USA0058190,1.4,-34.8386,-120.6183,Gas,Sentinel Peak Resources California  LLC,U.S. Energy Information Administration
United States of America,Thompson Falls,USA0002195,87.1,-34.8386,-115.3582,Hydro,NorthWestern Energy,U.S. Energy Information Administration
United States of America,Thomson,USA0001901,72.6,-34.8386,-92.3333,Hydro,ALLETE  Inc.,U.S. Energy Information Administration
United States of America,Thomson Reuters Campus Bldg A-D,USA0055133,14,-34.8386,-93.1156,Oil,Thomson Corp,U.S. Energy Information Administration
United States of America,Thomson Reuters Data Center Bldg ES101,USA0057207,1.2,-34.8386,-93.1139,Oil,Thomson Corp,U.S. Energy Information Administration
United States of America,Thomson Reuters Data Center Bldg H,USA0057208,8,-34.8386,-93.1167,Oil,Thomson Corp,U.S. Energy Information Administration
United States of America,Thornapple,USA0003988,1.4,-34.8386,-91.2183,Hydro,Northern States Power Co - Minnesota,U.S. Energy Information Administration
United States of America,Thorne Bay Plant,USA0007414,1,-34.8386,-132.5289,Oil,Alaska Power and Telephone Co,U.S. Energy Information Administration
United States of America,Thornridge High School,USA0055005,1,-34.8386,-87.5978,Gas,Thorton Township School Dist,U.S. Energy Information Administration
United States of America,Thornton PV1,USA0059152,5,-34.8386,-77.6617,Solar,Ecoplexus  Inc,U.S. Energy Information Administration
United States of America,Thornwood High School,USA0055004,1.4,-34.8386,-87.6047,Gas,Thorton Township School Dist,U.S. Energy Information Administration
United States of America,Thorpe,USA0002750,21.6,-34.8386,-83.1254,Hydro,Duke Energy Carolinas  LLC,U.S. Energy Information Administration
United States of America,Thousand Springs,USA0000820,6.8,-34.8386,-114.8367,Hydro,Idaho Power Co,U.S. Energy Information Administration
United States of America,Thousand Springs Wind Park,USA0056442,12,-34.8386,-114.9678,Wind,Idaho Wind Partners 1 LLC,U.S. Energy Information Administration
United States of America,Three Forks Water Power Project,USA0054308,1.3,-34.8386,-123.5231,Hydro,Grizzly Mountain Ranch,U.S. Energy Information Administration
United States of America,Three Mile Island,USA0008011,980.8,-34.8386,-76.7232,Nuclear,Exelon Nuclear,U.S. Energy Information Administration
United States of America,Three Peaks Power,USA0060432,80,-34.8386,-113.1371,Solar,Three Peaks Power LLC,U.S. Energy Information Administration
United States of America,Threemile Canyon,USA0056933,9.9,-34.8386,-119.9375,Wind,Threemile Canyon Wind I  LLC,U.S. Energy Information Administration
United States of America,Threemile Digester,USA0058382,4.8,-34.8386,-119.9011,Biomass,TMF Biofuels  LLC,U.S. Energy Information Administration
United States of America,Thunder Spirit Wind  LLC,USA0058965,107.5,-34.8386,-102.5633,Wind,Montana-Dakota Utilities Co,U.S. Energy Information Administration
United States of America,Thunderegg Solar Center  LLC,USA0060334,10,-34.8386,-116.9876,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Thundermist Hydro,USA0054688,1.2,-34.8386,-71.5174,Hydro,Woonsocket City of,U.S. Energy Information Administration
United States of America,Thurlow Dam,USA0000019,91,-34.8386,-85.8876,Hydro,Alabama Power Co,U.S. Energy Information Administration
United States of America,Tiber Dam Hydroelectric Plant,USA0056499,7.5,-34.8386,-111.1018,Hydro,Tiber Montana LLC,U.S. Energy Information Administration
United States of America,Tiburon Holdings,USA0059217,5,-34.8386,-80.4169,Solar,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration
United States of America,Ticona Polymers Inc,USA0010243,44.2,-34.8386,-97.8228,Gas,Ticona Polymers Inc,U.S. Energy Information Administration
United States of America,Ticonderoga Mill,USA0054099,42.1,-34.8386,-73.397,Biomass,IPC-Ticonderoga,U.S. Energy Information Administration
United States of America,Tieton Dam Hydro Electric Project,USA0057496,13.8,-34.8386,-121.1287,Hydro,City of Burbank Water and Power,U.S. Energy Information Administration
United States of America,Tiger Bay,USA0007699,278.1,-34.8386,-81.8494,Gas,Duke Energy Florida  LLC,U.S. Energy Information Administration
United States of America,Tiger Creek,USA0000287,52.2,-34.8386,-120.4926,Hydro,Pacific Gas & Electric Co.,U.S. Energy Information Administration
United States of America,Tihonet Solar,USA0058749,1,-34.8386,-70.7233,Solar,Consolidated Edison Solutions Inc,U.S. Energy Information Administration
United States of America,Tillery,USA0002714,84,-34.8386,-80.0648,Hydro,Duke Energy Progress - NC,U.S. Energy Information Administration
United States of America,Tilton,USA0007760,188,-34.8386,-87.6538,Gas,Tilton Energy LLC,U.S. Energy Information Administration
United States of America,Timber Creek HS,USA0060771,1.3,-34.8386,-75.0148,Solar,Marina Energy LLC,U.S. Energy Information Administration
